2911EG,17,,Hunze,Nieuwerkerk aan den IJssel
2841ST,2,,Adriana van Rijkestraat,Moordrecht
2841ST,3,,Adriana van Rijkestraat,Moordrecht
2841ST,4,,Adriana van Rijkestraat,Moordrecht
2841ST,6,,Adriana van Rijkestraat,Moordrecht
2841ST,7,,Adriana van Rijkestraat,Moordrecht
2841ST,8,,Adriana van Rijkestraat,Moordrecht
2841ST,9,,Adriana van Rijkestraat,Moordrecht
2841ST,10,,Adriana van Rijkestraat,Moordrecht
2841ST,11,,Adriana van Rijkestraat,Moordrecht
2841ST,12,,Adriana van Rijkestraat,Moordrecht
2841XX,2,,Ambachtsteeg,Moordrecht
2841LZ,2,,Ambachtweg,Moordrecht
2841LZ,4,,Ambachtweg,Moordrecht
2841LZ,6,,Ambachtweg,Moordrecht
2841LZ,8,,Ambachtweg,Moordrecht
2841LZ,10,,Ambachtweg,Moordrecht
2841LZ,12,,Ambachtweg,Moordrecht
2841LZ,14,,Ambachtweg,Moordrecht
2841LZ,18,,Ambachtweg,Moordrecht
2841LZ,20,,Ambachtweg,Moordrecht
2841LZ,22,,Ambachtweg,Moordrecht
2841LZ,24,,Ambachtweg,Moordrecht
2841LZ,26,,Ambachtweg,Moordrecht
2841LZ,28,,Ambachtweg,Moordrecht
2841LZ,30,,Ambachtweg,Moordrecht
2841LZ,32,,Ambachtweg,Moordrecht
2841LZ,38,,Ambachtweg,Moordrecht
2841LZ,38,traf,Ambachtweg,Moordrecht
2841LZ,40,,Ambachtweg,Moordrecht
2841MA,1,,Ambachtweg,Moordrecht
2841MA,3,,Ambachtweg,Moordrecht
2841MA,5,,Ambachtweg,Moordrecht
2841MA,7,,Ambachtweg,Moordrecht
2841MA,11,,Ambachtweg,Moordrecht
2841MA,13,,Ambachtweg,Moordrecht
2841MA,15,,Ambachtweg,Moordrecht
2841MA,17,,Ambachtweg,Moordrecht
2841MA,19,,Ambachtweg,Moordrecht
2841MA,21,,Ambachtweg,Moordrecht
2841MA,23,,Ambachtweg,Moordrecht
2841MA,25,,Ambachtweg,Moordrecht
2841MB,27,,Ambachtweg,Moordrecht
2841MB,29,,Ambachtweg,Moordrecht
2841MB,31,,Ambachtweg,Moordrecht
2841MB,33,,Ambachtweg,Moordrecht
2841MB,35,,Ambachtweg,Moordrecht
2841MB,37,,Ambachtweg,Moordrecht
2914TA,7,,Fluitekruid,Nieuwerkerk aan den IJssel
2913LK,24,,Westringdijk,Nieuwerkerk aan den IJssel
2911BH,117,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2912CW,10,,Ambachtswerf,Nieuwerkerk aan den IJssel
2914PA,4,,Anjerveld,Nieuwerkerk aan den IJssel
2914PA,14,,Anjerveld,Nieuwerkerk aan den IJssel
2914PA,17,,Anjerveld,Nieuwerkerk aan den IJssel
2914PA,20,,Anjerveld,Nieuwerkerk aan den IJssel
2914PA,30,,Anjerveld,Nieuwerkerk aan den IJssel
2914PA,40,,Anjerveld,Nieuwerkerk aan den IJssel
2912BA,3,,Asserstraat,Nieuwerkerk aan den IJssel
2912CZ,2,,Bakkerijstraat,Nieuwerkerk aan den IJssel
2914BA,2,,Barbarakruid,Nieuwerkerk aan den IJssel
2914BA,3,,Barbarakruid,Nieuwerkerk aan den IJssel
2914BA,7,,Barbarakruid,Nieuwerkerk aan den IJssel
2914BA,12,,Barbarakruid,Nieuwerkerk aan den IJssel
2914BA,13,,Barbarakruid,Nieuwerkerk aan den IJssel
2914BA,14,,Barbarakruid,Nieuwerkerk aan den IJssel
2914BA,18,,Barbarakruid,Nieuwerkerk aan den IJssel
2912RH,34,,de Wilg,Nieuwerkerk aan den IJssel
2912NJ,45,,de Populier,Nieuwerkerk aan den IJssel
2914CD,6,,Lelieveld,Nieuwerkerk aan den IJssel
2912RJ,50,,de Wilg,Nieuwerkerk aan den IJssel
2912XB,10,,Corellipad,Nieuwerkerk aan den IJssel
2911AJ,22,,Kon Wilhelminastraat,Nieuwerkerk aan den IJssel
2914BX,33,,Penningkruid,Nieuwerkerk aan den IJssel
2912XG,17,,Kerkepad,Nieuwerkerk aan den IJssel
2914AC,18,,Bronsmos,Nieuwerkerk aan den IJssel
2911AL,46,,Prinses Beatrixstraat,Nieuwerkerk aan den IJssel
2914KH,5,,Mussendaal,Nieuwerkerk aan den IJssel
2912RD,60,,de Iep,Nieuwerkerk aan den IJssel
2914CE,24,,Lupineveld,Nieuwerkerk aan den IJssel
2914TM,3,,Robertskruid,Nieuwerkerk aan den IJssel
2912EB,12,,Vrijheidslaan,Nieuwerkerk aan den IJssel
2911RD,91,,Wolga,Nieuwerkerk aan den IJssel
2914AD,57,,Bronsmos,Nieuwerkerk aan den IJssel
2912AE,23,,Kleine Vinkstraat,Nieuwerkerk aan den IJssel
2912SG,36,,Batavierlaan,Nieuwerkerk aan den IJssel
2914CL,10,,Gerberaveld,Nieuwerkerk aan den IJssel
2914PB,26,,Begoniaveld,Nieuwerkerk aan den IJssel
2914VD,11,,Sterremos,Nieuwerkerk aan den IJssel
2912SM,17,,Stationsplein,Nieuwerkerk aan den IJssel
2912AL,18,,Prins Alexanderlaan,Nieuwerkerk aan den IJssel
2914AJ,122,,Goudmos,Nieuwerkerk aan den IJssel
2914EB,142,,Eendendaal,Nieuwerkerk aan den IJssel
2911EB,62,,Merwede,Nieuwerkerk aan den IJssel
2912TJ,2,,Noorsestraat,Nieuwerkerk aan den IJssel
2914ED,46,,Mezendaal,Nieuwerkerk aan den IJssel
2912NG,64,,de Linde,Nieuwerkerk aan den IJssel
2914EE,246,,Mezendaal,Nieuwerkerk aan den IJssel
2914PM,14,,Orchideeveld,Nieuwerkerk aan den IJssel
2911HC,4,,Elbe,Nieuwerkerk aan den IJssel
2912CC,22,,Flevopad,Nieuwerkerk aan den IJssel
2912PA,38,,Boslaan,Nieuwerkerk aan den IJssel
2914BK,3,,Kleefkruid,Nieuwerkerk aan den IJssel
2912AG,34,,Kleine Vinkstraat,Nieuwerkerk aan den IJssel
2914VE,55,,Sterremos,Nieuwerkerk aan den IJssel
2912SM,18,,Stationsplein,Nieuwerkerk aan den IJssel
2911DA,7,,Burgemeester Van de Lindelaan,Nieuwerkerk aan den IJssel
2912AM,62,,Prins Alexanderlaan,Nieuwerkerk aan den IJssel
2912NB,38,,de Beuk,Nieuwerkerk aan den IJssel
2914PE,69,,Narcisveld,Nieuwerkerk aan den IJssel
2912CP,25,,Schoolstraat,Nieuwerkerk aan den IJssel
2914BX,32,,Penningkruid,Nieuwerkerk aan den IJssel
2911EP,68,,Vecht,Nieuwerkerk aan den IJssel
2911EP,70,,Vecht,Nieuwerkerk aan den IJssel
2911EJ,57,,Linge,Nieuwerkerk aan den IJssel
2911EJ,71,,Linge,Nieuwerkerk aan den IJssel
2911HD,14,,Loire,Nieuwerkerk aan den IJssel
2911HD,40,,Loire,Nieuwerkerk aan den IJssel
2911HD,46,,Loire,Nieuwerkerk aan den IJssel
2914CE,3,,Lupineveld,Nieuwerkerk aan den IJssel
2914CE,10,,Lupineveld,Nieuwerkerk aan den IJssel
2914CE,12,,Lupineveld,Nieuwerkerk aan den IJssel
2914CE,15,,Lupineveld,Nieuwerkerk aan den IJssel
2914CE,19,,Lupineveld,Nieuwerkerk aan den IJssel
2914CE,22,,Lupineveld,Nieuwerkerk aan den IJssel
2912AG,10,,Kleine Vinkstraat,Nieuwerkerk aan den IJssel
2912AE,11,,Kleine Vinkstraat,Nieuwerkerk aan den IJssel
2914KM,28,,Raadhuisplein,Nieuwerkerk aan den IJssel
2914KM,29,,Raadhuisplein,Nieuwerkerk aan den IJssel
2914KM,34,,Raadhuisplein,Nieuwerkerk aan den IJssel
2914KB,1,,Reigerhof,Nieuwerkerk aan den IJssel
2914KB,2,,Reigerhof,Nieuwerkerk aan den IJssel
2914EB,108,,Eendendaal,Nieuwerkerk aan den IJssel
2914KA,65,,Doortocht,Nieuwerkerk aan den IJssel
2914ED,23,,Mezendaal,Nieuwerkerk aan den IJssel
2912BH,11,,Tinbergenpad,Nieuwerkerk aan den IJssel
2914AB,6,,Bladmos,Nieuwerkerk aan den IJssel
2912BC,114,,Dorrestein,Nieuwerkerk aan den IJssel
2914CL,3,,Gerberaveld,Nieuwerkerk aan den IJssel
2911CV,141,,Donge,Nieuwerkerk aan den IJssel
2914PE,24,,Narcisveld,Nieuwerkerk aan den IJssel
2912BB,17,,Burg Vogelaarsingel,Nieuwerkerk aan den IJssel
2914CD,49,,Lelieveld,Nieuwerkerk aan den IJssel
2912CV,82,,Verzetsstraat,Nieuwerkerk aan den IJssel
2914CH,23,,Vioolveld,Nieuwerkerk aan den IJssel
2912GB,60,,Britsezoom,Nieuwerkerk aan den IJssel
2911RG,16,,Schelde,Nieuwerkerk aan den IJssel
2912RH,4,,de Wilg,Nieuwerkerk aan den IJssel
2911GB,66,,Lek,Nieuwerkerk aan den IJssel
2914CH,34,,Vioolveld,Nieuwerkerk aan den IJssel
2912AG,36,,Kleine Vinkstraat,Nieuwerkerk aan den IJssel
2912GJ,42,,Poolsezoom,Nieuwerkerk aan den IJssel
2912CM,17,,Leeghwaterstraat,Nieuwerkerk aan den IJssel
2911BB,110,,Groenendijk,Nieuwerkerk aan den IJssel
2911BG,17,,Kortlandstraat,Nieuwerkerk aan den IJssel
2914BB,2,,Bilzekruid,Nieuwerkerk aan den IJssel
2914BB,3,,Bilzekruid,Nieuwerkerk aan den IJssel
2914BB,5,,Bilzekruid,Nieuwerkerk aan den IJssel
2914BB,8,,Bilzekruid,Nieuwerkerk aan den IJssel
2914BB,11,,Bilzekruid,Nieuwerkerk aan den IJssel
2914BB,13,,Bilzekruid,Nieuwerkerk aan den IJssel
2914BB,16,,Bilzekruid,Nieuwerkerk aan den IJssel
2914BB,17,,Bilzekruid,Nieuwerkerk aan den IJssel
2912GB,62,,Britsezoom,Nieuwerkerk aan den IJssel
2914KD,74,,Reigerhof,Nieuwerkerk aan den IJssel
2911RG,3,,Schelde,Nieuwerkerk aan den IJssel
2911AG,35,,Kon Julianastraat,Nieuwerkerk aan den IJssel
2911ES,122,,Vecht,Nieuwerkerk aan den IJssel
2914EW,27,,Spechtendaal,Nieuwerkerk aan den IJssel
2914RT,1,,Sternendaal,Nieuwerkerk aan den IJssel
2911HB,115,,Donau,Nieuwerkerk aan den IJssel
2914KB,3,,Reigerhof,Nieuwerkerk aan den IJssel
2914KB,9,,Reigerhof,Nieuwerkerk aan den IJssel
2914KB,17,,Reigerhof,Nieuwerkerk aan den IJssel
2914KB,19,,Reigerhof,Nieuwerkerk aan den IJssel
2914KB,21,,Reigerhof,Nieuwerkerk aan den IJssel
2914KD,62,,Reigerhof,Nieuwerkerk aan den IJssel
2914KD,68,,Reigerhof,Nieuwerkerk aan den IJssel
2914KE,122,,Reigerhof,Nieuwerkerk aan den IJssel
2912GJ,38,,Poolsezoom,Nieuwerkerk aan den IJssel
2912XM,5,,Vivaldipad,Nieuwerkerk aan den IJssel
2914BZ,5,,Slangekruid,Nieuwerkerk aan den IJssel
2914SE,17,,Rendiermos,Nieuwerkerk aan den IJssel
2911BB,98,,Groenendijk,Nieuwerkerk aan den IJssel
2912BL,5,,Zernikestraat,Nieuwerkerk aan den IJssel
2913LT,1,,Derde Tochtweg,Moordrecht
2914BE,53,,Dalkruid,Nieuwerkerk aan den IJssel
2912CA,47,,Dorpsstraat,Nieuwerkerk aan den IJssel
2912CA,53,,Dorpsstraat,Nieuwerkerk aan den IJssel
2912CB,54,,Dorpsstraat,Nieuwerkerk aan den IJssel
2912CB,60,,Dorpsstraat,Nieuwerkerk aan den IJssel
2911PG,22,,Veldewater,Nieuwerkerk aan den IJssel
2911PG,32,,Veldewater,Nieuwerkerk aan den IJssel
2911PG,91,,Veldewater,Nieuwerkerk aan den IJssel
2914PE,28,,Narcisveld,Nieuwerkerk aan den IJssel
2914VE,45,,Sterremos,Nieuwerkerk aan den IJssel
2912CS,15,,Torenstraat,Nieuwerkerk aan den IJssel
2914RH,18,,Uilendaal,Nieuwerkerk aan den IJssel
2911EJ,33,,Linge,Nieuwerkerk aan den IJssel
2914CE,6,,Lupineveld,Nieuwerkerk aan den IJssel
2914CE,14,,Lupineveld,Nieuwerkerk aan den IJssel
2914KM,32,,Raadhuisplein,Nieuwerkerk aan den IJssel
2914BB,12,,Bilzekruid,Nieuwerkerk aan den IJssel
2913LV,5,,Hoogeveenenweg,Nieuwerkerk aan den IJssel
2914PG,24,,Ereprijsveld,Nieuwerkerk aan den IJssel
2912TE,68,,Europalaan,Nieuwerkerk aan den IJssel
2912CC,2,,Flevopad,Nieuwerkerk aan den IJssel
2912CC,46,,Flevopad,Nieuwerkerk aan den IJssel
2914TH,114,,Kroonkruid,Nieuwerkerk aan den IJssel
2914LE,151,,Parallelweg-Zuid,Nieuwerkerk aan den IJssel
2911PB,204,,Kleinpolderlaan,Nieuwerkerk aan den IJssel
2914EK,12,,Snippendaal,Nieuwerkerk aan den IJssel
2912BG,9,,Prins Mauritssingel,Nieuwerkerk aan den IJssel
2914XJ,15,,Witmos,Nieuwerkerk aan den IJssel
2912NJ,50,,de Populier,Nieuwerkerk aan den IJssel
2914AL,40,,Schijfmos,Nieuwerkerk aan den IJssel
2911EK,8,,Linge,Nieuwerkerk aan den IJssel
2912AR,7,,Eureka,Nieuwerkerk aan den IJssel
2912SC,87,,Batavierlaan,Nieuwerkerk aan den IJssel
2911CD,11,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2914TA,3,,Fluitekruid,Nieuwerkerk aan den IJssel
2912GK,32,,Britsezoom,Nieuwerkerk aan den IJssel
2912GK,40,,Britsezoom,Nieuwerkerk aan den IJssel
2914AC,7,,Bronsmos,Nieuwerkerk aan den IJssel
2914TS,15,,IJssellaan,Nieuwerkerk aan den IJssel
2914CH,31,,Vioolveld,Nieuwerkerk aan den IJssel
2913LG,38,,Albert van 't Hartweg,Nieuwerkerk aan den IJssel
2914RC,49,,Ganzendaal,Nieuwerkerk aan den IJssel
2911HD,26,,Loire,Nieuwerkerk aan den IJssel
2914BV,2,,Monnikskruid,Nieuwerkerk aan den IJssel
2911BJ,270,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2914BJ,19,,Fonteinkruid,Nieuwerkerk aan den IJssel
2911GA,50,,Gouwe,Nieuwerkerk aan den IJssel
2911GA,55,,Gouwe,Nieuwerkerk aan den IJssel
2912GB,80,,Britsezoom,Nieuwerkerk aan den IJssel
2912GA,15,,Fransezoom,Nieuwerkerk aan den IJssel
2912CK,44,,Kerklaan,Nieuwerkerk aan den IJssel
2911EA,19,,Merwede,Nieuwerkerk aan den IJssel
2911EB,78,,Merwede,Nieuwerkerk aan den IJssel
2911EC,90,,Merwede,Nieuwerkerk aan den IJssel
2911EC,102,,Merwede,Nieuwerkerk aan den IJssel
2912TL,2,,Sportpark Dorrestein,Nieuwerkerk aan den IJssel
2911BK,318,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2911BK,334,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2911BR,101,,Klein Hitland,Nieuwerkerk aan den IJssel
2911AP,2,,Oranjepad,Nieuwerkerk aan den IJssel
2914PB,7,,Begoniaveld,Nieuwerkerk aan den IJssel
2912VD,3,,Rossinipad,Nieuwerkerk aan den IJssel
2914BB,10,,Bilzekruid,Nieuwerkerk aan den IJssel
2914EV,44,,Zwanendaal,Nieuwerkerk aan den IJssel
2912CM,11,,Leeghwaterstraat,Nieuwerkerk aan den IJssel
2912XM,4,,Vivaldipad,Nieuwerkerk aan den IJssel
2914TE,46,,Hertenkruid,Nieuwerkerk aan den IJssel
2914AE,43,,Goudmos,Nieuwerkerk aan den IJssel
2914ED,33,,Mezendaal,Nieuwerkerk aan den IJssel
2914EE,68,,Mezendaal,Nieuwerkerk aan den IJssel
2912EA,27,,Vrijheidslaan,Nieuwerkerk aan den IJssel
2911HH,5,,Taag,Nieuwerkerk aan den IJssel
2841MB,39,,Ambachtweg,Moordrecht
2841MB,41,,Ambachtweg,Moordrecht
2841MB,43,,Ambachtweg,Moordrecht
2841MB,45,,Ambachtweg,Moordrecht
2841MB,47,,Ambachtweg,Moordrecht
2841MB,49,,Ambachtweg,Moordrecht
2841MB,51,,Ambachtweg,Moordrecht
2841MB,53,,Ambachtweg,Moordrecht
2841MB,55,,Ambachtweg,Moordrecht
2841MB,57,,Ambachtweg,Moordrecht
2841MB,59,,Ambachtweg,Moordrecht
2841AS,2,,Anjerstraat,Moordrecht
2841AS,4,,Anjerstraat,Moordrecht
2841AS,6,,Anjerstraat,Moordrecht
2841AS,8,,Anjerstraat,Moordrecht
2841RR,1,,Baggelaar,Moordrecht
2841RR,3,,Baggelaar,Moordrecht
2841RR,4,,Baggelaar,Moordrecht
2841RR,5,,Baggelaar,Moordrecht
2841RR,6,,Baggelaar,Moordrecht
2841RR,7,,Baggelaar,Moordrecht
2841RR,8,,Baggelaar,Moordrecht
2841RR,9,,Baggelaar,Moordrecht
2841RR,10,,Baggelaar,Moordrecht
2841RR,11,,Baggelaar,Moordrecht
2841RR,12,,Baggelaar,Moordrecht
2841AS,11,11,Begoniastraat,Moordrecht
2841AS,15,,Begoniastraat,Moordrecht
2841AS,17,,Begoniastraat,Moordrecht
2841AS,1,,Begoniastraat,Moordrecht
2841AS,3,,Begoniastraat,Moordrecht
2841AS,7,,Begoniastraat,Moordrecht
2841AS,9,,Begoniastraat,Moordrecht
2841SK,28,,Bertha van Moerdregtpad,Moordrecht
2841SK,29,,Bertha van Moerdregtpad,Moordrecht
2841SK,30,,Bertha van Moerdregtpad,Moordrecht
2841SK,31,,Bertha van Moerdregtpad,Moordrecht
2841SK,32,,Bertha van Moerdregtpad,Moordrecht
2841SK,34,,Bertha van Moerdregtpad,Moordrecht
2841SK,35,,Bertha van Moerdregtpad,Moordrecht
2841SR,1,,Bertha van Moerdregtpad,Moordrecht
2841SR,2,,Bertha van Moerdregtpad,Moordrecht
2841SR,4,,Bertha van Moerdregtpad,Moordrecht
2841SR,6,,Bertha van Moerdregtpad,Moordrecht
2841SR,7,,Bertha van Moerdregtpad,Moordrecht
2841SR,8,,Bertha van Moerdregtpad,Moordrecht
2841SR,9,,Bertha van Moerdregtpad,Moordrecht
2841SR,10,,Bertha van Moerdregtpad,Moordrecht
2841SR,11,,Bertha van Moerdregtpad,Moordrecht
2841SR,12,,Bertha van Moerdregtpad,Moordrecht
2841SR,14,,Bertha van Moerdregtpad,Moordrecht
2841SR,15,,Bertha van Moerdregtpad,Moordrecht
2912PC,77,,Bospolderstraat,Nieuwerkerk aan den IJssel
2914SC,6,,Moerasmos,Nieuwerkerk aan den IJssel
2911HE,19,,Moldau,Nieuwerkerk aan den IJssel
2912VH,4,,Schumannpad,Nieuwerkerk aan den IJssel
2911BE,2,,Kortenoord,Nieuwerkerk aan den IJssel
2911BG,20,,Kortlandstraat,Nieuwerkerk aan den IJssel
2911BG,28,,Kortlandstraat,Nieuwerkerk aan den IJssel
2914BN,76,,Kroonkruid,Nieuwerkerk aan den IJssel
2914TH,98,,Kroonkruid,Nieuwerkerk aan den IJssel
2911BR,36,,Klein Hitland,Nieuwerkerk aan den IJssel
2914PA,7,,Anjerveld,Nieuwerkerk aan den IJssel
2914AJ,146,,Goudmos,Nieuwerkerk aan den IJssel
2911CG,28,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2912RE,30,,de Meidoorn,Nieuwerkerk aan den IJssel
2914AC,1,,Bronsmos,Nieuwerkerk aan den IJssel
2914CH,9,,Vioolveld,Nieuwerkerk aan den IJssel
2914CH,26,,Vioolveld,Nieuwerkerk aan den IJssel
2911GC,8,,Vlist,Nieuwerkerk aan den IJssel
2911EM,79,,Vecht,Nieuwerkerk aan den IJssel
2911EP,82,,Vecht,Nieuwerkerk aan den IJssel
2911EM,85,,Vecht,Nieuwerkerk aan den IJssel
2911EP,86,,Vecht,Nieuwerkerk aan den IJssel
2911EM,87,,Vecht,Nieuwerkerk aan den IJssel
2911EM,91,,Vecht,Nieuwerkerk aan den IJssel
2911EP,98,,Vecht,Nieuwerkerk aan den IJssel
2911ER,103,,Vecht,Nieuwerkerk aan den IJssel
2911ER,127,,Vecht,Nieuwerkerk aan den IJssel
2911ES,128,,Vecht,Nieuwerkerk aan den IJssel
2911ER,129,,Vecht,Nieuwerkerk aan den IJssel
2911ES,132,,Vecht,Nieuwerkerk aan den IJssel
2911ES,134,,Vecht,Nieuwerkerk aan den IJssel
2911ER,139,,Vecht,Nieuwerkerk aan den IJssel
2911ER,145,,Vecht,Nieuwerkerk aan den IJssel
2911ES,174,,Vecht,Nieuwerkerk aan den IJssel
2911ES,178,,Vecht,Nieuwerkerk aan den IJssel
2914XG,3,,Veenmos,Nieuwerkerk aan den IJssel
2914XH,4,,Veenmos,Nieuwerkerk aan den IJssel
2914XG,5,,Veenmos,Nieuwerkerk aan den IJssel
2914XH,6,,Veenmos,Nieuwerkerk aan den IJssel
2912SM,11,,Stationsplein,Nieuwerkerk aan den IJssel
2912SM,13,,Stationsplein,Nieuwerkerk aan den IJssel
2912SM,15,,Stationsplein,Nieuwerkerk aan den IJssel
2912SM,19,,Stationsplein,Nieuwerkerk aan den IJssel
2912CR,48,,Schoolstraat,Nieuwerkerk aan den IJssel
2914CD,106,,Lelieveld,Nieuwerkerk aan den IJssel
2912RJ,51,,de Wilg,Nieuwerkerk aan den IJssel
2914CK,32,,Geraniumveld,Nieuwerkerk aan den IJssel
2914ED,10,,Mezendaal,Nieuwerkerk aan den IJssel
2911CV,95,,Donge,Nieuwerkerk aan den IJssel
2912BG,21,,Prins Mauritssingel,Nieuwerkerk aan den IJssel
2912NJ,62,,de Populier,Nieuwerkerk aan den IJssel
2912AK,73,,Prins Alexanderlaan,Nieuwerkerk aan den IJssel
2914AJ,70,,Goudmos,Nieuwerkerk aan den IJssel
2914KA,47,,Doortocht,Nieuwerkerk aan den IJssel
2914XD,39,,Schildmos,Nieuwerkerk aan den IJssel
2911EE,58,,Dinkel,Nieuwerkerk aan den IJssel
2914ET,30,,Zwanendaal,Nieuwerkerk aan den IJssel
2914KC,32,,Reigerhof,Nieuwerkerk aan den IJssel
2912PA,87,,Boslaan,Nieuwerkerk aan den IJssel
2912PA,237,,Boslaan,Nieuwerkerk aan den IJssel
2912PA,241,,Boslaan,Nieuwerkerk aan den IJssel
2912PA,243,,Boslaan,Nieuwerkerk aan den IJssel
2911RB,26,,Wolga,Nieuwerkerk aan den IJssel
2912EJ,38,,Mr P D Kleylaan,Nieuwerkerk aan den IJssel
2914CL,5,,Gerberaveld,Nieuwerkerk aan den IJssel
2914PE,26,,Narcisveld,Nieuwerkerk aan den IJssel
2911PB,144,,Kleinpolderlaan,Nieuwerkerk aan den IJssel
2912RB,59,,de Esdoorn,Nieuwerkerk aan den IJssel
2911BE,22,,Kortenoord,Nieuwerkerk aan den IJssel
2911CD,31,,'s-Gravenweg,Nieuwerkerk aan den IJssel
2914KA,33,,Doortocht,Nieuwerkerk aan den IJssel
2914PH,4,,Kamilleveld,Nieuwerkerk aan den IJssel
2911HA,75,,Burg Van Heugtenlaan,Nieuwerkerk aan den IJssel
2911RG,152,,Schelde,Nieuwerkerk aan den IJssel
2911HG,37,,Seine,Nieuwerkerk aan den IJssel
2912PE,46,,Bospolderstraat,Nieuwerkerk aan den IJssel
2913LP,28,,1e Tochtweg,Nieuwerkerk aan den IJssel
2911AK,27,,Prinses Beatrixstraat,Nieuwerkerk aan den IJssel
2914PE,27,,Narcisveld,Nieuwerkerk aan den IJssel
2912PA,30,,Boslaan,Nieuwerkerk aan den IJssel
2914SB,4,,Levermos,Nieuwerkerk aan den IJssel
2912CR,22,,Schoolstraat,Nieuwerkerk aan den IJssel
2914TD,12,,Hertenkruid,Nieuwerkerk aan den IJssel
2914LC,37,,Parallelweg-Zuid,Nieuwerkerk aan den IJssel
2911PE,8,,Stationsdreef,Nieuwerkerk aan den IJssel
2914LH,2,,Verbindingsweg,Nieuwerkerk aan den IJssel
2914VB,16,,Haakmos,Nieuwerkerk aan den IJssel
2912XB,14,,Corellipad,Nieuwerkerk aan den IJssel
2914XK,4,,Zilvermos,Nieuwerkerk aan den IJssel
2914XK,6,,Zilvermos,Nieuwerkerk aan den IJssel
2914XK,7,,Zilvermos,Nieuwerkerk aan den IJssel
2914XK,12,,Zilvermos,Nieuwerkerk aan den IJssel
2914XK,13,,Zilvermos,Nieuwerkerk aan den IJssel
2914XK,14,,Zilvermos,Nieuwerkerk aan den IJssel
2914XK,19,,Zilvermos,Nieuwerkerk aan den IJssel
2914XK,20,,Zilvermos,Nieuwerkerk aan den IJssel
2911BR,22,,Klein Hitland,Nieuwerkerk aan den IJssel
2912VK,37,,Van Beethovenlaan,Nieuwerkerk aan den IJssel
2912VK,47,,Van Beethovenlaan,Nieuwerkerk aan den IJssel
2912VK,57,,Van Beethovenlaan,Nieuwerkerk aan den IJssel
2912XL,20,,Verdipad,Nieuwerkerk aan den IJssel
2912XL,30,,Verdipad,Nieuwerkerk aan den IJssel
2912BE,6,,Kamerlingh Onnesstraat,Nieuwerkerk aan den IJssel
2912BE,19,,Kamerlingh Onnesstraat,Nieuwerkerk aan den IJssel
2912BE,29,,Kamerlingh Onnesstraat,Nieuwerkerk aan den IJssel
2914PH,6,,Kamilleveld,Nieuwerkerk aan den IJssel
2914PH,9,,Kamilleveld,Nieuwerkerk aan den IJssel
2914PH,19,,Kamilleveld,Nieuwerkerk aan den IJssel
2914PH,23,,Kamilleveld,Nieuwerkerk aan den IJssel
2914PH,25,,Kamilleveld,Nieuwerkerk aan den IJssel
2912XG,1,,Kerkepad,Nieuwerkerk aan den IJssel
2912XG,3,,Kerkepad,Nieuwerkerk aan den IJssel
2912XG,37,,Kerkepad,Nieuwerkerk aan den IJssel
2912XG,41,,Kerkepad,Nieuwerkerk aan den IJssel
2912XG,65,,Kerkepad,Nieuwerkerk aan den IJssel
2912XG,71,,Kerkepad,Nieuwerkerk aan den IJssel
2911AA,5,,Kerklaan,Nieuwerkerk aan den IJssel
2911AA,25,,Kerklaan,Nieuwerkerk aan den IJssel
2912CK,62,,Kerklaan,Nieuwerkerk aan den IJssel
2912CJ,65,,Kerklaan,Nieuwerkerk aan den IJssel
2912CJ,75,,Kerklaan,Nieuwerkerk aan den IJssel
2912CJ,77,,Kerklaan,Nieuwerkerk aan den IJssel
2912CJ,81,,Kerklaan,Nieuwerkerk aan den IJssel
2914EE,116,,Mezendaal,Nieuwerkerk aan den IJssel
2914EE,172,,Mezendaal,Nieuwerkerk aan den IJssel
2914EE,200,,Mezendaal,Nieuwerkerk aan den IJssel
2914EE,206,,Mezendaal,Nieuwerkerk aan den IJssel
2911CC,6,,Rijskade,Nieuwerkerk aan den IJssel
2911CC,9,,Rijskade,Nieuwerkerk aan den IJssel
2914VJ,10,,Ringvaartlaan,Nieuwerkerk aan den IJssel
2914VJ,24,,Ringvaartlaan,Nieuwerkerk aan den IJssel
2914VJ,30,,Ringvaartlaan,Nieuwerkerk aan den IJssel
2914SG,6,,Riviermos,Nieuwerkerk aan den IJssel
2914SG,9,,Riviermos,Nieuwerkerk aan den IJssel
2914SG,11,,Riviermos,Nieuwerkerk aan den IJssel
2914TM,9,,Robertskruid,Nieuwerkerk aan den IJssel
2914EZ,4,,Roekendaal,Nieuwerkerk aan den IJssel
2911BR,192,,Klein Hitland,Nieuwerkerk aan den IJssel
2914RJ,29,,Valkendaal,Nieuwerkerk aan den IJssel
2911ER,121,,Vecht,Nieuwerkerk aan den IJssel
2914AM,80,,Schijfmos,Nieuwerkerk aan den IJssel
2911BR,33,,Klein Hitland,Nieuwerkerk aan den IJssel
2914RC,27,,Ganzendaal,Nieuwerkerk aan den IJssel
2912PA,58,,Boslaan,Nieuwerkerk aan den IJssel
